sentence,response,label
this has made all my self-loathing and guiltiness and embarrassment worse and i feel like i'm failing academically and also failing as a person.,distorted,distorted
"all complete with the thoughts that if i didn't, something bad would happen.",distorted,distorted
it was crippling anxiety my family had no idea what to do and neither did i.,distorted,distorted
"i have a broken hip, my own fault, when i told her she cried and said she would come to the hospital immediately then talked only about her relationship for 45 minutes and didn't come.",distorted,distorted
"me and my stepdad has nicknamed it broken mirror disorder because my problem doesn't match mpd because i don't have amnesia and i'm aware of everything i do, i thought it was a split personality but my mom says it's not split personality disorder.",distorted,distorted
when i'm in school i think i'm doing just fine then get a letter saying i need to take summer school because i failed my classes.,non-distorted,distorted
it scares me to think that i'm only 13 and i am having these types of dark thoughts.,non-distorted,distorted
"if i smell something bad, or something i dont like, i have to ""push out"" the bad scent out of my nose three times and breathe in ""good smells"" once or twice.",distorted,distorted
"from that moment i felt shame hit the drugs and the streets, constant rejected and scapegoated by family, then at other times used as the parents only source of support.",distorted,distorted
my theropiet my i was a teen said that she thinks i didn't cry because i knew no one would come anyway.,distorted,distorted
"this isnt just a lovers tiff, it is a life threatening situation and i have no support and no indication of what i should do and, more importantly, what i should not do.",distorted,distorted
i'm never happy about any of my achievements and i think nothing is important in my life.,distorted,distorted
and i lie awake at night thinking about it and how i never wanted it and i should have just cried or kept saying no.,distorted,distorted
i hate myself because i'm different.,distorted,distorted
"i hated them and wanted nothing to do with them and tried to suppress them, but was convinced i was evil.",distorted,distorted
"i can't have sex when i'm sober, because i have horrible anxiety that i am doing everything wrong.",distorted,distorted
"i can't stop, i think about rape all the time, it's always in the back of my mind, and whenever i hear about a rape scene in a movie, i look it up right away, even though i know that doing so will hurt me.",distorted,distorted
"first i was ok with it then became very anxious of all that happened, i couldn't sleep and became very tired.",non-distorted,distorted
